model_id,model_design,seed,constant_alpha,constant_IFR,constant_R0,double_IFR_0,half_alpha_0,half_R0_0,half_S_0,max_t,use_seroprev,use_tests
225,57,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,FALSE
226,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,FALSE
227,57,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,FALSE
228,57,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,FALSE
229,58,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,TRUE,FALSE
230,58,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,TRUE,FALSE
231,58,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,TRUE,FALSE
232,58,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,TRUE,FALSE
233,59,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,TRUE,FALSE
234,59,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,TRUE,FALSE
235,59,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,TRUE,FALSE
236,59,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,TRUE,FALSE
237,60,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,TRUE,FALSE
238,60,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,TRUE,FALSE
239,60,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,TRUE,FALSE
240,60,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,TRUE,FALSE
241,61,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,TRUE,FALSE
242,61,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,TRUE,FALSE
243,61,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,TRUE,FALSE
244,61,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,TRUE,FALSE
245,62,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,FALSE
246,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,FALSE
247,62,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,FALSE
248,62,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,FALSE
249,63,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,TRUE,FALSE
250,63,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,TRUE,FALSE
251,63,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,TRUE,FALSE
252,63,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,TRUE,FALSE
253,64,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,TRUE,FALSE
254,64,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,TRUE,FALSE
255,64,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,TRUE,FALSE
256,64,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,TRUE,FALSE
257,65,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,TRUE,FALSE
258,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,TRUE,FALSE
259,65,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,TRUE,FALSE
260,65,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,TRUE,FALSE
261,66,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,TRUE,FALSE
262,66,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,TRUE,FALSE
263,66,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,TRUE,FALSE
264,66,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,TRUE,FALSE
265,67,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,TRUE,FALSE
266,67,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,TRUE,FALSE
267,67,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,TRUE,FALSE
268,67,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,TRUE,FALSE
269,68,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,TRUE,FALSE
270,68,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,TRUE,FALSE
271,68,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,TRUE,FALSE
272,68,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,TRUE,FALSE
273,69,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,FALSE
274,69,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,FALSE
275,69,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,FALSE
276,69,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,FALSE
277,70,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,FALSE,TRUE
278,70,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,FALSE,TRUE
279,70,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,FALSE,TRUE
280,70,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,FALSE,TRUE
281,71,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,TRUE,TRUE
282,71,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,TRUE,TRUE
283,71,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,TRUE,TRUE
284,71,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,TRUE,TRUE
285,72,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,FALSE,TRUE
286,72,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,FALSE,TRUE
287,72,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,FALSE,TRUE
288,72,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,FALSE,TRUE
289,73,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,TRUE,TRUE
290,73,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,TRUE,TRUE
291,73,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,TRUE,TRUE
292,73,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,TRUE,TRUE
293,74,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,FALSE,TRUE
294,74,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,FALSE,TRUE
295,74,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,FALSE,TRUE
296,74,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,FALSE,TRUE
297,75,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,TRUE,TRUE
298,75,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,TRUE,TRUE
299,75,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,TRUE,TRUE
300,75,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42,TRUE,TRUE
301,76,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,FALSE,TRUE
302,76,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,FALSE,TRUE
303,76,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,FALSE,TRUE
304,76,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,FALSE,TRUE
305,77,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,TRUE,TRUE
306,77,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,TRUE,TRUE
307,77,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,TRUE,TRUE
308,77,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,TRUE,TRUE
309,78,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
310,78,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
311,78,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
312,78,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
313,79,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
314,79,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
315,79,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
316,79,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
317,80,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
318,80,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
319,80,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
320,80,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,TRUE,TRUE
321,81,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE
322,81,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE
323,81,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE
324,81,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE
325,82,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE
326,82,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE
327,82,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE
328,82,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE
329,83,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE
330,83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE
331,83,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE
332,83,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE
333,84,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE
334,84,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE
335,84,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE
336,84,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE
337,85,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE
338,85,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE
339,85,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE
340,85,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE
341,86,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE
342,86,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE
343,86,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE
344,86,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE
345,87,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE
346,87,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE
347,87,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE
348,87,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE
349,88,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE
350,88,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE
351,88,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE
352,88,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE
353,89,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE
354,89,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE
355,89,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE
356,89,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE
357,90,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE
358,90,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE
359,90,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE
360,90,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE
361,91,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
362,91,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
363,91,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
364,91,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE
365,92,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE
366,92,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE
367,92,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE
368,92,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE
369,93,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE
370,93,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE
371,93,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE
372,93,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE
373,94,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE
374,94,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE
375,94,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE
376,94,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE
377,95,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE
378,95,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE
379,95,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE
380,95,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE
381,96,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE
382,96,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE
383,96,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE
384,96,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE
385,97,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE
386,97,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE
387,97,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE
388,97,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE
389,98,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE
390,98,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE
391,98,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE
392,98,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE
393,99,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,TRUE
394,99,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,TRUE
395,99,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,TRUE
396,99,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,TRUE
397,100,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,TRUE
398,100,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,TRUE
399,100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,TRUE
400,100,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,TRUE
401,101,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,TRUE
402,101,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,TRUE
403,101,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,TRUE
404,101,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,TRUE
405,102,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,TRUE
406,102,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,TRUE
407,102,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,TRUE
408,102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,TRUE
409,103,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE
410,103,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE
411,103,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE
412,103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE
413,104,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,TRUE
414,104,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,TRUE
415,104,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,TRUE
416,104,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,TRUE
417,105,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,TRUE
418,105,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,TRUE
419,105,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,TRUE
420,105,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,TRUE
421,106,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,TRUE
422,106,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,TRUE
423,106,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,TRUE
424,106,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,TRUE
425,107,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,TRUE
426,107,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,TRUE
427,107,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,TRUE
428,107,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,TRUE
429,108,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,TRUE
430,108,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,TRUE
431,108,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,TRUE
432,108,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,TRUE
433,109,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,TRUE
434,109,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,TRUE
435,109,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,TRUE
436,109,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,TRUE
437,110,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,TRUE
438,110,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,TRUE
439,110,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,TRUE
440,110,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,TRUE
441,111,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,TRUE
442,111,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,TRUE
443,111,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,TRUE
444,111,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,TRUE
445,112,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,TRUE
446,112,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,TRUE
447,112,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,TRUE
448,112,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,TRUE
